video,words,glosses,spoken_language,signed_language,start,end,priority,person_id
05487,bear,bear,en,ase,0,0,5,24
05489,bear,bear,en,ase,0,0,6,1
05494,bear,bear,en,ase,0,0,7,12
05855,believe,believe,en,ase,0,0,0,17
05854,believe,believe,en,ase,0,0,1,17
05858,believe,believe,en,ase,0,0,2,1
05852,believe,believe,en,ase,0,0,3,18
65171,believe,believe,en,ase,0,0,4,40
05853,believe,believe,en,ase,0,0,5,15
65170,believe,believe,en,ase,0,0,6,37
05856,believe,believe,en,ase,0,0,7,24
05859,believe,believe,en,ase,0,0,8,6
05860,believe,believe,en,ase,0,0,9,6
06062,better,better,en,ase,0,0,0,18
06069,better,better,en,ase,0,0,1,1
65179,better,better,en,ase,0,0,2,3
06072,better,better,en,ase,0,0,3,6
06073,better,better,en,ase,0,0,4,6
06071,better,better,en,ase,0,0,5,6
06070,better,better,en,ase,0,0,6,6
06067,better,better,en,ase,0,0,7,7
06066,better,better,en,ase,0,0,8,23
70328,better,better,en,ase,0,0,9,8
06654,blind,blind,en,ase,0,0,0,-1
06655,blind,blind,en,ase,0,0,1,-1
06643,blind,blind,en,ase,0,0,2,8
06651,blind,blind,en,ase,0,0,3,0
06656,blind,blind,en,ase,0,0,4,6
65209,blind,blind,en,ase,0,0,5,28
06649,blind,blind,en,ase,0,0,6,15
06650,blind,blind,en,ase,0,0,7,16
06652,blind,blind,en,ase,0,0,8,7
07198,bored,bored,en,ase,0,0,0,1
07191,bored,bored,en,ase,0,0,1,9
07197,bored,bored,en,ase,0,0,2,11
07196,bored,bored,en,ase,0,0,3,11
65229,bored,bored,en,ase,0,0,4,-1
07200,bored,bored,en,ase,0,0,5,6
07192,bored,bored,en,ase,0,0,6,7
07372,bowl,bowl,en,ase,0,0,0,9
07369,bowl,bowl,en,ase,0,0,1,18
07375,bowl,bowl,en,ase,0,0,2,1
65240,bowl,bowl,en,ase,0,0,3,3
07371,bowl,bowl,en,ase,0,0,4,25
70318,bowl,bowl,en,ase,0,0,5,8
07373,bowl,bowl,en,ase,0,0,6,7
07421,box,box,en,ase,0,0,0,1
07423,box,box,en,ase,0,0,1,6
07420,box,box,en,ase,0,0,2,1
65244,box,box,en,ase,0,0,3,3
07413,box,box,en,ase,0,0,4,18
07422,box,box,en,ase,0,0,5,6
69244,box,box,en,ase,0,0,6,62
07417,box,box,en,ase,0,0,7,25
07418,box,box,en,ase,0,0,8,7
70238,box,box,en,ase,0,0,9,8
07472,bracelet,bracelet,en,ase,0,0,0,9
65247,bracelet,bracelet,en,ase,0,0,1,4
07469,bracelet,bracelet,en,ase,0,0,2,18
07475,bracelet,bracelet,en,ase,0,0,3,1
07470,bracelet,bracelet,en,ase,0,0,4,15
07471,bracelet,bracelet,en,ase,0,0,5,20
07473,bracelet,bracelet,en,ase,0,0,6,7
07601,bread,bread,en,ase,0,0,0,1
07597,bread,bread,en,ase,0,0,1,21
07593,bread,bread,en,ase,0,0,2,18
07600,bread,bread,en,ase,0,0,3,1
70063,bread,bread,en,ase,0,0,4,8
07602,bread,bread,en,ase,0,0,5,6
07596,bread,bread,en,ase,0,0,6,4
07598,bread,bread,en,ase,0,0,7,7
07595,bread,bread,en,ase,0,0,8,25
08589,cafeteria,cafeteria,en,ase,0,0,0,17
08592,cafeteria,cafeteria,en,ase,0,0,1,11
65284,cafeteria,cafeteria,en,ase,0,0,2,28
08586,cafeteria,cafeteria,en,ase,0,0,3,18
08593,cafeteria,cafeteria,en,ase,0,0,4,11
08588,cafeteria,cafeteria,en,ase,0,0,5,20
08590,cafeteria,cafeteria,en,ase,0,0,6,7
08587,cafeteria,cafeteria,en,ase,0,0,7,25
70228,cafeteria,cafeteria,en,ase,0,0,8,-1
09237,car,car,en,ase,0,0,0,21
09244,car,car,en,ase,0,0,1,1
09234,car,car,en,ase,0,0,2,15
69258,car,car,en,ase,0,0,3,5
09246,car,car,en,ase,0,0,4,6
09245,car,car,en,ase,0,0,5,6
09235,car,car,en,ase,0,0,6,4
70268,car,car,en,ase,0,0,7,8
09238,car,car,en,ase,0,0,8,7
10395,chicken,chicken,en,ase,0,0,0,18
10397,chicken,chicken,en,ase,0,0,1,20
10400,chicken,chicken,en,ase,0,0,2,-1
10405,chicken,chicken,en,ase,0,0,3,1
10408,chicken,chicken,en,ase,0,0,4,6
65349,chicken,chicken,en,ase,0,0,5,3
70060,chicken,chicken,en,ase,0,0,6,8
10406,chicken,chicken,en,ase,0,0,7,33
10446,child,child,en,ase,0,0,0,21
10450,child,child,en,ase,0,0,1,1
10444,child,child,en,ase,0,0,2,21
10445,child,child,en,ase,0,0,3,17
10435,child,child,en,ase,0,0,4,18
65351,child,child,en,ase,0,0,5,3
10449,child,child,en,ase,0,0,6,11
10443,child,child,en,ase,0,0,7,15
10451,child,child,en,ase,0,0,8,6
10447,child,child,en,ase,0,0,9,7
10635,choose,choose,en,ase,0,0,0,11
10636,choose,choose,en,ase,0,0,1,1
10632,choose,choose,en,ase,0,0,2,11
10634,choose,choose,en,ase,0,0,3,11
10624,choose,choose,en,ase,0,0,4,18
10631,choose,choose,en,ase,0,0,5,1
10637,choose,choose,en,ase,0,0,6,1
10639,choose,choose,en,ase,0,0,7,6
10625,choose,choose,en,ase,0,0,8,15
10774,church,church,en,ase,0,0,0,1
10771,church,church,en,ase,0,0,1,17
10768,church,church,en,ase,0,0,2,18
10769,church,church,en,ase,0,0,3,72
10770,church,church,en,ase,0,0,4,20
10775,church,church,en,ase,0,0,5,6
10772,church,church,en,ase,0,0,6,7
13174,cookie,cookie,en,ase,0,0,0,21
13179,cookie,cookie,en,ase,0,0,1,11
13169,cookie,cookie,en,ase,0,0,2,18
13175,cookie,cookie,en,ase,0,0,3,13
13180,cookie,cookie,en,ase,0,0,4,6
13177,cookie,cookie,en,ase,0,0,5,7
13173,cookie,cookie,en,ase,0,0,6,4
69280,cookie,cookie,en,ase,0,0,7,53
13172,cookie,cookie,en,ase,0,0,8,25
14292,cup,cup,en,ase,0,0,0,11
14276,cup,cup,en,ase,0,0,1,18
14288,cup,cup,en,ase,0,0,2,9
14291,cup,cup,en,ase,0,0,3,11
14289,cup,cup,en,ase,0,0,4,7
14294,cup,cup,en,ase,0,0,5,6
14287,cup,cup,en,ase,0,0,6,25
14295,cup,cup,en,ase,0,0,7,6
14467,cut,cut,en,ase,0,0,0,21
14481,cut,cut,en,ase,0,0,1,1
14479,cut,cut,en,ase,0,0,2,1
14478,cut,cut,en,ase,0,0,3,11
14482,cut,cut,en,ase,0,0,4,1
14477,cut,cut,en,ase,0,0,5,8
14466,cut,cut,en,ase,0,0,6,15
15095,decorate,decorate,en,ase,0,0,0,17
15099,decorate,decorate,en,ase,0,0,1,1
15101,decorate,decorate,en,ase,0,0,2,1
15100,decorate,decorate,en,ase,0,0,3,-1
15092,decorate,decorate,en,ase,0,0,4,18
15094,decorate,decorate,en,ase,0,0,5,17
65451,decorate,decorate,en,ase,0,0,6,30
15096,decorate,decorate,en,ase,0,0,7,7
15093,decorate,decorate,en,ase,0,0,8,25
15163,deep,deep,en,ase,0,0,0,1
15158,deep,deep,en,ase,0,0,1,9
15159,deep,deep,en,ase,0,0,2,58
15153,deep,deep,en,ase,0,0,3,18
15162,deep,deep,en,ase,0,0,4,1
65453,deep,deep,en,ase,0,0,5,30
15164,deep,deep,en,ase,0,0,6,6
15160,deep,deep,en,ase,0,0,7,7
15157,deep,deep,en,ase,0,0,8,15
15177,deer,deer,en,ase,0,0,0,11
15176,deer,deer,en,ase,0,0,1,11
15172,deer,deer,en,ase,0,0,2,17
15173,deer,deer,en,ase,0,0,3,7
15169,deer,deer,en,ase,0,0,4,18
69292,deer,deer,en,ase,0,0,5,42
15171,deer,deer,en,ase,0,0,6,15
15534,dentist,dentist,en,ase,0,0,0,-1
15533,dentist,dentist,en,ase,0,0,1,1
15527,dentist,dentist,en,ase,0,0,2,18
15535,dentist,dentist,en,ase,0,0,3,6
15528,dentist,dentist,en,ase,0,0,4,15
15531,dentist,dentist,en,ase,0,0,5,7
65460,dentist,dentist,en,ase,0,0,6,3
15529,dentist,dentist,en,ase,0,0,7,4
15530,dentist,dentist,en,ase,0,0,8,31
65485,dirty,dirty,en,ase,0,0,0,46
16402,dirty,dirty,en,ase,0,0,1,8
16409,dirty,dirty,en,ase,0,0,2,1
16407,dirty,dirty,en,ase,0,0,3,14
16405,dirty,dirty,en,ase,0,0,4,4
16410,dirty,dirty,en,ase,0,0,5,6
16406,dirty,dirty,en,ase,0,0,6,13
16404,dirty,dirty,en,ase,0,0,7,25
69296,dirty,dirty,en,ase,0,0,8,42
16891,dive,dive,en,ase,0,0,0,15
16892,dive,dive,en,ase,0,0,1,16
16893,dive,dive,en,ase,0,0,2,16
16894,dive,dive,en,ase,0,0,3,0
16889,dive,dive,en,ase,0,0,4,18
16897,dive,dive,en,ase,0,0,5,-1
16895,dive,dive,en,ase,0,0,6,14
65495,dive,dive,en,ase,0,0,7,56
16890,dive,dive,en,ase,0,0,8,15
17430,down,down,en,ase,0,0,0,0
17433,down,down,en,ase,0,0,1,1
17422,down,down,en,ase,0,0,2,18
65526,down,down,en,ase,0,0,3,10
17428,down,down,en,ase,0,0,4,43
69301,down,down,en,ase,0,0,5,5
70045,down,down,en,ase,0,0,6,-1
17429,down,down,en,ase,0,0,7,4
17431,down,down,en,ase,0,0,8,14
17434,down,down,en,ase,0,0,9,33
17936,dry,dry,en,ase,0,0,0,1
17935,dry,dry,en,ase,0,0,1,11
65549,dry,dry,en,ase,0,0,2,10
17931,dry,dry,en,ase,0,0,3,13
17919,dry,dry,en,ase,0,0,4,18
69304,dry,dry,en,ase,0,0,5,5
17937,dry,dry,en,ase,0,0,6,6
17933,dry,dry,en,ase,0,0,7,14
17930,dry,dry,en,ase,0,0,8,25
17932,dry,dry,en,ase,0,0,9,14
18158,ear,ear,en,ase,0,0,0,1
18155,ear,ear,en,ase,0,0,1,0
65590,ear,ear,en,ase,0,0,2,10
18154,ear,ear,en,ase,0,0,3,23
18156,ear,ear,en,ase,0,0,4,14
18159,ear,ear,en,ase,0,0,5,6
69306,ear,ear,en,ase,0,0,6,5
18145,ear,ear,en,ase,0,0,7,18
65591,ear,ear,en,ase,0,0,8,3
18196,earn,earn,en,ase,0,0,0,21
18199,earn,earn,en,ase,0,0,1,1
18190,earn,earn,en,ase,0,0,2,18
65594,earn,earn,en,ase,0,0,3,10
18197,earn,earn,en,ase,0,0,4,14
18202,earn,earn,en,ase,0,0,5,6
18195,earn,earn,en,ase,0,0,6,15
18201,earn,earn,en,ase,0,0,7,6
18200,earn,earn,en,ase,0,0,8,6
18221,earring,earring,en,ase,0,0,0,0
18220,earring,earring,en,ase,0,0,1,21
18225,earring,earring,en,ase,0,0,2,11
18226,earring,earring,en,ase,0,0,3,6
18218,earring,earring,en,ase,0,0,4,18
65595,earring,earring,en,ase,0,0,5,0
18219,earring,earring,en,ase,0,0,6,73
18775,elephant,elephant,en,ase,0,0,0,1
18772,elephant,elephant,en,ase,0,0,1,9
18769,elephant,elephant,en,ase,0,0,2,8
65620,elephant,elephant,en,ase,0,0,3,3
18770,elephant,elephant,en,ase,0,0,4,23
18773,elephant,elephant,en,ase,0,0,5,14
18771,elephant,elephant,en,ase,0,0,6,4
19230,english,english,en,ase,0,0,0,18
19236,english,english,en,ase,0,0,1,11
65634,english,english,en,ase,0,0,2,47
19237,english,english,en,ase,0,0,3,6
19233,english,english,en,ase,0,0,4,14
68045,english,english,en,ase,0,0,5,2
19232,english,english,en,ase,0,0,6,20
19560,escape,escape,en,ase,0,0,0,28
19556,escape,escape,en,ase,0,0,1,18
19563,escape,escape,en,ase,0,0,2,1
19559,escape,escape,en,ase,0,0,3,17
19558,escape,escape,en,ase,0,0,4,20
65644,escape,escape,en,ase,0,0,5,3
19557,escape,escape,en,ase,0,0,6,43
19564,escape,escape,en,ase,0,0,7,6
19565,escape,escape,en,ase,0,0,8,6
19561,escape,escape,en,ase,0,0,9,14
20362,expensive,expensive,en,ase,0,0,0,18
20366,expensive,expensive,en,ase,0,0,1,21
20370,expensive,expensive,en,ase,0,0,2,1
20365,expensive,expensive,en,ase,0,0,3,9
20369,expensive,expensive,en,ase,0,0,4,11
20364,expensive,expensive,en,ase,0,0,5,20
20372,expensive,expensive,en,ase,0,0,6,6
20367,expensive,expensive,en,ase,0,0,7,14
20363,expensive,expensive,en,ase,0,0,8,43
20371,expensive,expensive,en,ase,0,0,9,6
20437,explain,explain,en,ase,0,0,0,21
20440,explain,explain,en,ase,0,0,1,-1
20441,explain,explain,en,ase,0,0,2,11
20434,explain,explain,en,ase,0,0,3,18
20438,explain,explain,en,ase,0,0,4,14
20436,explain,explain,en,ase,0,0,5,15
70218,explain,explain,en,ase,0,0,6,8
20442,explain,explain,en,ase,0,0,7,6
20443,explain,explain,en,ase,0,0,8,6
20435,explain,explain,en,ase,0,0,9,48
21172,fast,fast,en,ase,0,0,0,17
21169,fast,fast,en,ase,0,0,1,17
21182,fast,fast,en,ase,0,0,2,1
65689,fast,fast,en,ase,0,0,3,10
21175,fast,fast,en,ase,0,0,4,14
21168,fast,fast,en,ase,0,0,5,20
65690,fast,fast,en,ase,0,0,6,47
65691,fast,fast,en,ase,0,0,7,37
21184,fast,fast,en,ase,0,0,8,44
65711,fight,fight,en,ase,0,0,0,10
21704,fight,fight,en,ase,0,0,1,11
21695,fight,fight,en,ase,0,0,2,20
21689,fight,fight,en,ase,0,0,3,18
21706,fight,fight,en,ase,0,0,4,11
21708,fight,fight,en,ase,0,0,5,6
21697,fight,fight,en,ase,0,0,6,14
21694,fight,fight,en,ase,0,0,7,43
21707,fight,fight,en,ase,0,0,8,6
21859,find,find,en,ase,0,0,0,1
21854,find,find,en,ase,0,0,1,9
21858,find,find,en,ase,0,0,2,1
21853,find,find,en,ase,0,0,3,20
21855,find,find,en,ase,0,0,4,14
21852,find,find,en,ase,0,0,5,9
69323,find,find,en,ase,0,0,6,12
21860,find,find,en,ase,0,0,7,6
70134,find,find,en,ase,0,0,8,8
22134,fishing,fishing,en,ase,0,0,0,28
22138,fishing,fishing,en,ase,0,0,1,6
22139,fishing,fishing,en,ase,0,0,2,6
22131,fishing,fishing,en,ase,0,0,3,18
65732,fishing,fishing,en,ase,0,0,4,47
22133,fishing,fishing,en,ase,0,0,5,20
22132,fishing,fishing,en,ase,0,0,6,15
22135,fishing,fishing,en,ase,0,0,7,14
22137,fishing,fishing,en,ase,0,0,8,6
22494,floor,floor,en,ase,0,0,0,17
22495,floor,floor,en,ase,0,0,1,21
22491,floor,floor,en,ase,0,0,2,18
22499,floor,floor,en,ase,0,0,3,11
22492,floor,floor,en,ase,0,0,4,43
22493,floor,floor,en,ase,0,0,5,4
22500,floor,floor,en,ase,0,0,6,6
70043,floor,floor,en,ase,0,0,7,8
22636,fly,fly,en,ase,0,0,0,1
22635,fly,fly,en,ase,0,0,1,1
22640,fly,fly,en,ase,0,0,2,1
65748,fly,fly,en,ase,0,0,3,36
22627,fly,fly,en,ase,0,0,4,14
22717,follow,follow,en,ase,0,0,0,17
22720,follow,follow,en,ase,0,0,1,11
22721,follow,follow,en,ase,0,0,2,1
22716,follow,follow,en,ase,0,0,3,28
65751,follow,follow,en,ase,0,0,4,10
22712,follow,follow,en,ase,0,0,5,18
65752,follow,follow,en,ase,0,0,6,36
22718,follow,follow,en,ase,0,0,7,14
22715,follow,follow,en,ase,0,0,8,15
70203,follow,follow,en,ase,0,0,9,8
23639,from,from,en,ase,0,0,0,58
23637,from,from,en,ase,0,0,1,18
23642,from,from,en,ase,0,0,2,11
23640,from,from,en,ase,0,0,3,14
23643,from,from,en,ase,0,0,4,6
65785,from,from,en,ase,0,0,5,36
69337,from,from,en,ase,0,0,6,12
70020,from,from,en,ase,0,0,7,-1
23638,from,from,en,ase,0,0,8,15
24439,get,get,en,ase,0,0,0,9
24405,get,get,en,ase,0,0,1,18
24443,get,get,en,ase,0,0,2,1
24445,get,get,en,ase,0,0,3,6
65808,get,get,en,ase,0,0,4,36
24444,get,get,en,ase,0,0,5,6
69341,get,get,en,ase,0,0,6,12
24438,get,get,en,ase,0,0,7,19
24440,get,get,en,ase,0,0,8,14
70055,get,get,en,ase,0,0,9,8
26491,happen,happen,en,ase,0,0,0,18
26495,happen,happen,en,ase,0,0,1,17
26499,happen,happen,en,ase,0,0,2,1
26496,happen,happen,en,ase,0,0,3,17
26497,happen,happen,en,ase,0,0,4,14
26500,happen,happen,en,ase,0,0,5,6
26501,happen,happen,en,ase,0,0,6,6
26494,happen,happen,en,ase,0,0,7,15
70133,happen,happen,en,ase,0,0,8,8
27177,hello,hello,en,ase,0,0,0,1
27171,hello,hello,en,ase,0,0,1,18
27181,hello,hello,en,ase,0,0,2,6
27173,hello,hello,en,ase,0,0,3,7
27172,hello,hello,en,ase,0,0,4,22
70017,hello,hello,en,ase,0,0,5,8
27180,hello,hello,en,ase,0,0,6,33
27591,hit,hit,en,ase,0,0,0,0
27580,hit,hit,en,ase,0,0,1,18
27595,hit,hit,en,ase,0,0,2,11
27592,hit,hit,en,ase,0,0,3,9
27596,hit,hit,en,ase,0,0,4,11
27600,hit,hit,en,ase,0,0,5,6
27599,hit,hit,en,ase,0,0,6,6
27597,hit,hit,en,ase,0,0,7,6
27593,hit,hit,en,ase,0,0,8,14
28035,hospital,hospital,en,ase,0,0,0,17
28041,hospital,hospital,en,ase,0,0,1,1
28033,hospital,hospital,en,ase,0,0,2,43
28038,hospital,hospital,en,ase,0,0,3,7
28034,hospital,hospital,en,ase,0,0,4,20
28042,hospital,hospital,en,ase,0,0,5,6
28036,hospital,hospital,en,ase,0,0,6,31
70150,hospital,hospital,en,ase,0,0,7,8
28650,idea,idea,en,ase,0,0,0,17
28655,idea,idea,en,ase,0,0,1,1
28651,idea,idea,en,ase,0,0,2,9
65918,idea,idea,en,ase,0,0,3,46
28649,idea,idea,en,ase,0,0,4,15
28652,idea,idea,en,ase,0,0,5,14
28647,idea,idea,en,ase,0,0,6,18
28656,idea,idea,en,ase,0,0,7,6
28648,idea,idea,en,ase,0,0,8,48
29068,important,important,en,ase,0,0,0,17
29071,important,important,en,ase,0,0,1,1
29064,important,important,en,ase,0,0,2,18
65926,important,important,en,ase,0,0,3,46
29066,important,important,en,ase,0,0,4,20
29065,important,important,en,ase,0,0,5,25
69376,important,important,en,ase,0,0,6,12
29069,important,important,en,ase,0,0,7,7
29072,important,important,en,ase,0,0,8,6
30470,investigate,investigate,en,ase,0,0,0,17
30471,investigate,investigate,en,ase,0,0,1,17
65960,investigate,investigate,en,ase,0,0,2,46
30474,investigate,investigate,en,ase,0,0,3,11
30467,investigate,investigate,en,ase,0,0,4,8
30476,investigate,investigate,en,ase,0,0,5,6
30475,investigate,investigate,en,ase,0,0,6,6
30477,investigate,investigate,en,ase,0,0,7,6
30472,investigate,investigate,en,ase,0,0,8,14
30469,investigate,investigate,en,ase,0,0,9,15
30468,investigate,investigate,en,ase,0,0,10,48
30936,japan,japan,en,ase,0,0,0,16
30941,japan,japan,en,ase,0,0,1,1
30935,japan,japan,en,ase,0,0,2,16
30927,japan,japan,en,ase,0,0,3,18
30937,japan,japan,en,ase,0,0,4,14
30942,japan,japan,en,ase,0,0,5,6
30934,japan,japan,en,ase,0,0,6,43
30933,japan,japan,en,ase,0,0,7,43
30985,jealous,jealous,en,ase,0,0,0,1
30983,jealous,jealous,en,ase,0,0,1,1
30984,jealous,jealous,en,ase,0,0,2,11
30973,jealous,jealous,en,ase,0,0,3,18
30979,jealous,jealous,en,ase,0,0,4,14
30986,jealous,jealous,en,ase,0,0,5,6
30975,jealous,jealous,en,ase,0,0,6,20
30978,jealous,jealous,en,ase,0,0,7,13
30974,jealous,jealous,en,ase,0,0,8,23
31732,king,king,en,ase,0,0,0,9
31735,king,king,en,ase,0,0,1,1
31731,king,king,en,ase,0,0,2,20
31723,king,king,en,ase,0,0,3,18
65994,king,king,en,ase,0,0,4,3
31736,king,king,en,ase,0,0,5,6
31730,king,king,en,ase,0,0,6,43
31733,king,king,en,ase,0,0,7,14
31738,king,king,en,ase,0,0,8,6
31774,kitchen,kitchen,en,ase,0,0,0,9
31775,kitchen,kitchen,en,ase,0,0,1,9
31778,kitchen,kitchen,en,ase,0,0,2,1
31773,kitchen,kitchen,en,ase,0,0,3,20
65997,kitchen,kitchen,en,ase,0,0,4,3
31780,kitchen,kitchen,en,ase,0,0,5,6
31776,kitchen,kitchen,en,ase,0,0,6,7
32206,large,large,en,ase,0,0,0,21
32205,large,large,en,ase,0,0,1,21
32200,large,large,en,ase,0,0,2,18
32209,large,large,en,ase,0,0,3,1
32204,large,large,en,ase,0,0,4,20
32212,large,large,en,ase,0,0,5,6
32210,large,large,en,ase,0,0,6,6
32211,large,large,en,ase,0,0,7,6
32207,large,large,en,ase,0,0,8,24
32203,large,large,en,ase,0,0,9,15
32284,last year,last year,en,ase,0,0,0,0
32281,last year,last year,en,ase,0,0,1,18
66012,last year,last year,en,ase,0,0,2,45
32290,last year,last year,en,ase,0,0,3,6
32291,last year,last year,en,ase,0,0,4,6
32282,last year,last year,en,ase,0,0,5,43
32287,last year,last year,en,ase,0,0,6,6
32283,last year,last year,en,ase,0,0,7,43
32288,last year,last year,en,ase,0,0,8,6
32289,last year,last year,en,ase,0,0,9,6
32285,last year,last year,en,ase,0,0,10,24
66030,lemon,lemon,en,ase,0,0,0,46
66031,lemon,lemon,en,ase,0,0,1,46
32806,lemon,lemon,en,ase,0,0,2,18
32813,lemon,lemon,en,ase,0,0,3,20
66032,lemon,lemon,en,ase,0,0,4,46
66033,lemon,lemon,en,ase,0,0,5,46
32818,lemon,lemon,en,ase,0,0,6,6
32812,lemon,lemon,en,ase,0,0,7,43
32814,lemon,lemon,en,ase,0,0,8,24
32968,lettuce,lettuce,en,ase,0,0,0,1
32962,lettuce,lettuce,en,ase,0,0,1,18
66065,lettuce,lettuce,en,ase,0,0,2,74
32965,lettuce,lettuce,en,ase,0,0,3,17
32964,lettuce,lettuce,en,ase,0,0,4,17
32963,lettuce,lettuce,en,ase,0,0,5,20
32969,lettuce,lettuce,en,ase,0,0,6,6
32966,lettuce,lettuce,en,ase,0,0,7,24
32970,lettuce,lettuce,en,ase,0,0,8,6
34958,marry,marry,en,ase,0,0,0,9
34961,marry,marry,en,ase,0,0,1,1
34955,marry,marry,en,ase,0,0,2,18
34956,marry,marry,en,ase,0,0,3,43
34957,marry,marry,en,ase,0,0,4,4
66104,marry,marry,en,ase,0,0,5,45
34962,marry,marry,en,ase,0,0,6,6
34963,marry,marry,en,ase,0,0,7,6
34959,marry,marry,en,ase,0,0,8,24
35527,meeting,meeting,en,ase,0,0,0,21
35530,meeting,meeting,en,ase,0,0,1,1
35524,meeting,meeting,en,ase,0,0,2,18
35525,meeting,meeting,en,ase,0,0,3,23
35526,meeting,meeting,en,ase,0,0,4,20
35531,meeting,meeting,en,ase,0,0,5,6
35532,meeting,meeting,en,ase,0,0,6,6
35528,meeting,meeting,en,ase,0,0,7,24
36248,minute,minute,en,ase,0,0,0,1
36249,minute,minute,en,ase,0,0,1,1
36244,minute,minute,en,ase,0,0,2,0
66127,minute,minute,en,ase,0,0,3,3
36242,minute,minute,en,ase,0,0,4,19
36243,minute,minute,en,ase,0,0,5,4
66128,minute,minute,en,ase,0,0,6,45
36245,minute,minute,en,ase,0,0,7,11
70302,minute,minute,en,ase,0,0,8,8
36263,mirror,mirror,en,ase,0,0,0,21
36266,mirror,mirror,en,ase,0,0,1,63
36262,mirror,mirror,en,ase,0,0,2,17
36259,mirror,mirror,en,ase,0,0,3,18
36261,mirror,mirror,en,ase,0,0,4,20
36260,mirror,mirror,en,ase,0,0,5,9
66129,mirror,mirror,en,ase,0,0,6,45
36267,mirror,mirror,en,ase,0,0,7,-1
36264,mirror,mirror,en,ase,0,0,8,24
36342,miss,miss,en,ase,0,0,0,1
36336,miss,miss,en,ase,0,0,1,9
36343,miss,miss,en,ase,0,0,2,1
36344,miss,miss,en,ase,0,0,3,6
66131,miss,miss,en,ase,0,0,4,45
36337,miss,miss,en,ase,0,0,5,24
36335,miss,miss,en,ase,0,0,6,15
70113,miss,miss,en,ase,0,0,7,8
36680,monkey,monkey,en,ase,0,0,0,0
36677,monkey,monkey,en,ase,0,0,1,18
36683,monkey,monkey,en,ase,0,0,2,1
36678,monkey,monkey,en,ase,0,0,3,43
66140,monkey,monkey,en,ase,0,0,4,45
36679,monkey,monkey,en,ase,0,0,5,4
36681,monkey,monkey,en,ase,0,0,6,24
36685,monkey,monkey,en,ase,0,0,7,33
36863,morning,morning,en,ase,0,0,0,1
36856,morning,morning,en,ase,0,0,1,18
36864,morning,morning,en,ase,0,0,2,6
36859,morning,morning,en,ase,0,0,3,22
36860,morning,morning,en,ase,0,0,4,24
36857,morning,morning,en,ase,0,0,5,19
36858,morning,morning,en,ase,0,0,6,4
70278,morning,morning,en,ase,0,0,7,-1
36998,motorcycle,motorcycle,en,ase,0,0,0,1
36995,motorcycle,motorcycle,en,ase,0,0,1,9
36994,motorcycle,motorcycle,en,ase,0,0,2,21
36991,motorcycle,motorcycle,en,ase,0,0,3,18
36992,motorcycle,motorcycle,en,ase,0,0,4,19
36996,motorcycle,motorcycle,en,ase,0,0,5,24
36999,motorcycle,motorcycle,en,ase,0,0,6,6
36993,motorcycle,motorcycle,en,ase,0,0,7,4
37859,necklace,necklace,en,ase,0,0,0,63
37854,necklace,necklace,en,ase,0,0,1,17
37853,necklace,necklace,en,ase,0,0,2,21
37849,necklace,necklace,en,ase,0,0,3,18
37855,necklace,necklace,en,ase,0,0,4,0
66162,necklace,necklace,en,ase,0,0,5,45
37851,necklace,necklace,en,ase,0,0,6,20
37850,necklace,necklace,en,ase,0,0,7,15
37852,necklace,necklace,en,ase,0,0,8,20
38086,never,never,en,ase,0,0,0,9
38089,never,never,en,ase,0,0,1,1
38081,never,never,en,ase,0,0,2,18
66166,never,never,en,ase,0,0,3,45
38085,never,never,en,ase,0,0,4,4
38084,never,never,en,ase,0,0,5,19
38090,never,never,en,ase,0,0,6,6
70038,never,never,en,ase,0,0,7,8
38087,never,never,en,ase,0,0,8,24
38181,newspaper,newspaper,en,ase,0,0,0,1
38176,newspaper,newspaper,en,ase,0,0,1,18
38184,newspaper,newspaper,en,ase,0,0,2,6
38178,newspaper,newspaper,en,ase,0,0,3,19
38183,newspaper,newspaper,en,ase,0,0,4,6
38182,newspaper,newspaper,en,ase,0,0,5,6
70324,newspaper,newspaper,en,ase,0,0,6,8
38179,newspaper,newspaper,en,ase,0,0,7,24
38341,night,night,en,ase,0,0,0,1
38329,night,night,en,ase,0,0,1,18
38337,night,night,en,ase,0,0,2,22
38336,night,night,en,ase,0,0,3,9
38338,night,night,en,ase,0,0,4,24
38343,night,night,en,ase,0,0,5,6
38342,night,night,en,ase,0,0,6,6
70277,night,night,en,ase,0,0,7,-1
39853,onion,onion,en,ase,0,0,0,1
39850,onion,onion,en,ase,0,0,1,0
39854,onion,onion,en,ase,0,0,2,-1
39849,onion,onion,en,ase,0,0,3,16
39848,onion,onion,en,ase,0,0,4,20
39846,onion,onion,en,ase,0,0,5,18
39851,onion,onion,en,ase,0,0,6,11
39855,onion,onion,en,ase,0,0,7,6
39847,onion,onion,en,ase,0,0,8,15
41923,people,people,en,ase,0,0,0,28
41927,people,people,en,ase,0,0,1,1
41922,people,people,en,ase,0,0,2,19
69426,people,people,en,ase,0,0,3,5
41920,people,people,en,ase,0,0,4,18
41929,people,people,en,ase,0,0,5,6
41924,people,people,en,ase,0,0,6,24
70144,people,people,en,ase,0,0,7,-1
41941,pepper,pepper,en,ase,0,0,0,16
41945,pepper,pepper,en,ase,0,0,1,1
41940,pepper,pepper,en,ase,0,0,2,16
41942,pepper,pepper,en,ase,0,0,3,16
